cipName,cipCode,codeFamily,my_cat1,my_cat2
Ecology and Evolutionary Biology,26.131,26,Biology,Physical Sciences
"Ecology, Evolution, Systematics and Population Biology, Other",26.1399,26,Biology,Physical Sciences
Molecular Medicine,26.1401,26,Biology,Physical Sciences
Neurobiology and Anatomy,26.1503,26,Biology,Physical Sciences
Neurobiology and Behavior,26.1504,26,Biology,Physical Sciences
"Neurobiology and Neurosciences, Other",26.1599,26,Biology,Physical Sciences
"Biological and Biomedical Sciences, Other",26.9999,26,Biology,Physical Sciences
"Mathematics, General",27.0101,27,Math,Traditional Studies
Algebra and Number Theory,27.0102,27,Math,Traditional Studies
Analysis and Functional Analysis,27.0103,27,Math,Traditional Studies
Topology and Foundations,27.0105,27,Math,Traditional Studies
"Mathematics, Other",27.0199,27,Math,Traditional Studies
Actuarial Science,27.0201,27,Math,Traditional Studies
"Applied Mathematics, General",27.0301,27,Math,Traditional Studies
Computational Mathematics,27.0303,27,Math,Traditional Studies
Computational and Applied Mathematics,27.0304,27,Math,Traditional Studies
Financial Mathematics,27.0305,27,Math,Traditional Studies
Mathematical Biology,27.0306,27,Math,Traditional Studies
"Applied Mathematics, Other",27.0399,27,Math,Traditional Studies
Pure Mathematics,27.0401,27,Math,Traditional Studies
"Statistics, General",27.0501,27,Math,Traditional Studies
Mathematical Statistics and Probability,27.0502,27,Math,Traditional Studies
Mathematics and Statistics,27.0503,27,Math,Traditional Studies
"Statistics, Other",27.0599,27,Math,Traditional Studies
"Mathematics and Statistics, Other",27.9999,27,Math,Traditional Studies
Aerospace Science (Air Force),28.0101,28,Military,Military
Coast Guard Science,28.0201,28,Military,Military
Military Science (Army),28.0301,28,Military,Military
"Naval Science (Navy, Marines)",28.0401,28,Military,Military
Maritime Sci (Merch Marine),28.0501,28,Military,Military
"Military Science, Other",28.9999,28,Military,Military
Military Technologies,29.0101,29,Military Operations,Military
"Intelligence, General",29.0201,29,Military Operations,Military
Strategic Intelligence,29.0202,29,Military Operations,Military
Signal/Geospatial Intelligence,29.0203,29,Military Operations,Military
"Command & Control (C3, C4I Systems and Operations)",29.0204,29,Military Operations,Military
Information Operations/Joint Information Operations,29.0205,29,Military Operations,Military
Information/Psychological Warfare and Military Media Relations,29.0206,29,Military Operations,Military
Cyber/Electronic Operations and Warfare,29.0207,29,Military Operations,Military
"Intelligence, Command Control and Information Operations, Other",29.0299,29,Military Operations,Military
Combat Systems Engineering,29.0301,29,Military Operations,Military
Engineering Acoustics,29.0303,29,Military Operations,Military
Space Systems Operations,29.0305,29,Military Operations,Military
Operational Oceanography,29.0306,29,Military Operations,Military
Undersea Warfare,29.0307,29,Military Operations,Military
"Military Applied Sciences, Other",29.0399,29,Military Operations,Military
Aerospace Ground Equipment Technology,29.0401,29,Military Operations,Military
Air and Space Operations Technology,29.0402,29,Military Operations,Military
Explosive Ordinance/Bomb Disposal,29.0404,29,Military Operations,Military
"Joint Command/Task Force (C3, C4I Systems)",29.0405,29,Military Operations,Military
Military Information Systems Technology,29.0406,29,Military Operations,Military
Munitions Systems/Ordinance Technology,29.0408,29,Military Operations,Military
"Military Systems and Maintenance Technology, Other",29.0499,29,Military Operations,Military
"Military Technologies and Applied Sciences, Other",29.9999,29,Military Operations,Military
"Multi-/Interdisciplinary Studies, General",30,30,Multi-disciplinary,General+Multi+International
Biological and Physical Sciences,30.0101,30,Multi-disciplinary,General+Multi+International
Clinical Pastoral Care,30.0201,30,Multi-disciplinary,General+Multi+International
"Multi/Interdisciplinary Studies, Other",30.0301,30,Multi-disciplinary,General+Multi+International
Humanities and Social Sciences,30.0401,30,Multi-disciplinary,General+Multi+International
Peace Studies and Conflict Resolution,30.0501,30,Multi-disciplinary,General+Multi+International
Systems Science and Theory,30.0601,30,Multi-disciplinary,General+Multi+International
Mathematics and Computer Science,30.0801,30,Multi-disciplinary,General+Multi+International
Imaging Science,30.0901,30,Multi-disciplinary,General+Multi+International
Biopsychology,30.1001,30,Multi-disciplinary,General+Multi+International
Gerontology,30.1101,30,Multi-disciplinary,General+Multi+International
Historic Preservation and Conservation,30.1201,30,Multi-disciplinary,General+Multi+International
Cultural Resource Management and Policy Analysis,30.1202,30,Multi-disciplinary,General+Multi+International
"Historic Preservation and Conservation, Other",30.1299,30,Multi-disciplinary,General+Multi+International
Medieval and Renaissance Studies,30.1301,30,Multi-disciplinary,General+Multi+International
Museology/Museum Studies,30.1401,30,Multi-disciplinary,General+Multi+International
"Science, Technology and Society",30.1501,30,Multi-disciplinary,General+Multi+International
Accounting and Computer Science,30.1601,30,Multi-disciplinary,General+Multi+International
Behavioral Sciences,30.1701,30,Multi-disciplinary,General+Multi+International
Natural Sciences,30.1801,30,Multi-disciplinary,General+Multi+International
Nutrition Sciences,30.1901,30,Multi-disciplinary,General+Multi+International
International/Global Studies,30.2001,30,Multi-disciplinary,General+Multi+International
Holocaust and Related Studies,30.2101,30,Multi-disciplinary,General+Multi+International
Ancient Studies/Civilization,30.2201,30,Multi-disciplinary,General+Multi+International
"Classical, Ancient Mediterranean and Near Eastern Studies and Archaeology",30.2202,30,Multi-disciplinary,General+Multi+International
Intercultural/Multicultural and Diversity Studies,30.2301,30,Multi-disciplinary,General+Multi+International
Cognitive Science,30.2501,30,Multi-disciplinary,General+Multi+International
Cultural Studies/Critical Theory and Analysis,30.2601,30,Multi-disciplinary,General+Multi+International
Human Biology,30.2701,30,Multi-disciplinary,General+Multi+International
Dispute Resolution,30.2801,30,Multi-disciplinary,General+Multi+International
Maritime Studies,30.2901,30,Multi-disciplinary,General+Multi+International
Computational Science,30.3001,30,Multi-disciplinary,General+Multi+International
Human Computer Interaction,30.3101,30,Multi-disciplinary,General+Multi+International
Marine Sciences,30.3201,30,Multi-disciplinary,General+Multi+International
Sustainability Studies,30.3301,30,Multi-disciplinary,General+Multi+International
"Multi-/Interdisciplinary Studies, Other",30.9999,30,Multi-disciplinary,General+Multi+International
"Parks, Recreation and Leisure Studies",31.0101,31,"Recreation, Sports, and Tourism","Recreation, Sports, and Tourism"
Outdoor Recreation,31.0201,31,"Recreation, Sports, and Tourism","Recreation, Sports, and Tourism"
"Parks, Recreation and Leisure Facilities Management, General",31.0301,31,"Recreation, Sports, and Tourism","Recreation, Sports, and Tourism"
Golf Course Operation and Grounds Management,31.0302,31,"Recreation, Sports, and Tourism","Recreation, Sports, and Tourism"
"Parks, Recreation and Leisure Facilities Management, Other",31.0399,31,"Recreation, Sports, and Tourism","Recreation, Sports, and Tourism"
Water Resources,31.0401,31,"Recreation, Sports, and Tourism","Recreation, Sports, and Tourism"
"Health and Physical Education/Fitness, General",31.0501,31,"Recreation, Sports, and Tourism","Recreation, Sports, and Tourism"
Adapted Physical Education / Therapeutic,31.0502,31,"Recreation, Sports, and Tourism","Recreation, Sports, and Tourism"
Athletic Training and Sports Medicine,31.0503,31,"Recreation, Sports, and Tourism","Recreation, Sports, and Tourism"
Sport and Fitness Administration/Management,31.0504,31,"Recreation, Sports, and Tourism","Recreation, Sports, and Tourism"
Kinesiology and Exercise Science,31.0505,31,"Recreation, Sports, and Tourism","Recreation, Sports, and Tourism"
Socio-Psychological Sports Studies,31.0506,31,"Recreation, Sports, and Tourism","Recreation, Sports, and Tourism"
Physical Fitness Technician,31.0507,31,"Recreation, Sports, and Tourism","Recreation, Sports, and Tourism"
Sports Studies,31.0508,31,"Recreation, Sports, and Tourism","Recreation, Sports, and Tourism"
"Health and Physical Education/Fitness, Other",31.0599,31,"Recreation, Sports, and Tourism","Recreation, Sports, and Tourism"
Outdoor Education,31.0601,31,"Recreation, Sports, and Tourism","Recreation, Sports, and Tourism"
"Parks, Recreation, Leisure, and Fitness Studies, Other",31.9999,31,"Recreation, Sports, and Tourism","Recreation, Sports, and Tourism"
"Philosophy and Religious Studies, General",38.0001,38,Philosophy+Religion,Traditional Studies
Philosophy,38.0101,38,Philosophy+Religion,Traditional Studies
Logic,38.0102,38,Philosophy+Religion,Traditional Studies
Ethics,38.0103,38,Philosophy+Religion,Traditional Studies
Applied and Professional Ethics,38.0104,38,Philosophy+Religion,Traditional Studies
"Philosophy, Other",38.0199,38,Philosophy+Religion,Traditional Studies
Religion/Religious Studies,38.0201,38,Philosophy+Religion,Traditional Studies
Buddhist Studies,38.0202,38,Philosophy+Religion,Traditional Studies
Christian Studies,38.0203,38,Philosophy+Religion,Traditional Studies
Hindu Studies,38.0204,38,Philosophy+Religion,Traditional Studies
"Religion/Religious Studies, Other",38.0299,38,Philosophy+Religion,Traditional Studies
"Philosophy and Religious Studies, Other",38.9999,38,Philosophy+Religion,Traditional Studies
Biblical and Other Theological Languages and Literatures,39.0101,39,Being Religious,Divinity
Bible/Biblical Studies,39.0201,39,Being Religious,Divinity
Missions/Missionary Studies and Missiology,39.0301,39,Being Religious,Divinity
Religious Education,39.0401,39,Being Religious,Divinity
Religious/Sacred Music,39.0501,39,Being Religious,Divinity
Theology/Theological Studies,39.0601,39,Being Religious,Divinity
Divinity/Ministry,39.0602,39,Being Religious,Divinity
Rabbinical & Talmudic Stu. (M.H.L./Rav),39.0603,39,Being Religious,Divinity
Pre-Theology/Pre-Ministerial Studies,39.0604,39,Being Religious,Divinity
Rabbinical Studies,39.0605,39,Being Religious,Divinity
Talmudic Studies,39.0606,39,Being Religious,Divinity
"Theological and Ministerial Studies, Other",39.0699,39,Being Religious,Divinity
Pastoral Studies/Counseling,39.0701,39,Being Religious,Divinity
Youth Ministry,39.0702,39,Being Religious,Divinity
Urban Ministry,39.0703,39,Being Religious,Divinity
Women's Ministry,39.0704,39,Being Religious,Divinity
Lay Ministry,39.0705,39,Being Religious,Divinity
"Pastoral Counseling and Specialized Ministries, Other",39.0799,39,Being Religious,Divinity
"Theology and Religious Vocations, Other",39.9999,39,Being Religious,Divinity
Physical Sciences,40.0101,40,Physical Sciences,Physical Sciences
Astronomy,40.0201,40,Physical Sciences,Physical Sciences
Astrophysics,40.0202,40,Physical Sciences,Physical Sciences
Planetary Astronomy and Science,40.0203,40,Physical Sciences,Physical Sciences
"Astronomy and Astrophysics, Other",40.0299,40,Physical Sciences,Physical Sciences
"Atmospheric Sciences and Meteorology, General",40.0401,40,Physical Sciences,Physical Sciences
Atmospheric Chemistry and Climatology,40.0402,40,Physical Sciences,Physical Sciences
Atmospheric Physics and Dynamics,40.0403,40,Physical Sciences,Physical Sciences
Meteorology,40.0404,40,Physical Sciences,Physical Sciences
"Atmospheric Sciences and Meteorology, Other",40.0499,40,Physical Sciences,Physical Sciences
"Chemistry, General",40.0501,40,Physical Sciences,Physical Sciences
Analytical Chemistry,40.0502,40,Physical Sciences,Physical Sciences
Inorganic Chemistry,40.0503,40,Physical Sciences,Physical Sciences
Organic Chemistry,40.0504,40,Physical Sciences,Physical Sciences
Medicinal/Pharmaceutical Chemistry,40.0505,40,Physical Sciences,Physical Sciences
Physical Chemistry,40.0506,40,Physical Sciences,Physical Sciences
Polymer Chemistry,40.0507,40,Physical Sciences,Physical Sciences
Chemical Physics,40.0508,40,Physical Sciences,Physical Sciences
Environmental Chemistry,40.0509,40,Physical Sciences,Physical Sciences
Forensic Chemistry,40.051,40,Physical Sciences,Physical Sciences
Theoretical Chemistry,40.0511,40,Physical Sciences,Physical Sciences
"Chemistry, Other",40.0599,40,Physical Sciences,Physical Sciences
"Geology/Earth Science, General",40.0601,40,Physical Sciences,Physical Sciences
Geochemistry,40.0602,40,Physical Sciences,Physical Sciences
Geophysics and Seismology,40.0603,40,Physical Sciences,Physical Sciences
Paleontology,40.0604,40,Physical Sciences,Physical Sciences
Hydrology and Water Resources Science,40.0605,40,Physical Sciences,Physical Sciences
Geochemistry and Petrology,40.0606,40,Physical Sciences,Physical Sciences
"Oceanography, Chemical and Physical",40.0607,40,Physical Sciences,Physical Sciences
"Geological and Earth Sciences/Geosciences, Other",40.0699,40,Physical Sciences,Physical Sciences
Metallurgy,40.0701,40,Physical Sciences,Physical Sciences
Oceanography,40.0702,40,Physical Sciences,Physical Sciences
Earth and Planetary Sciences,40.0703,40,Physical Sciences,Physical Sciences
"Miscellaneous Physical Sciences, Other",40.0799,40,Physical Sciences,Physical Sciences
"Physics, General",40.0801,40,Physical Sciences,Physical Sciences
Atomic/Molecular Physics,40.0802,40,Physical Sciences,Physical Sciences
Elementary Particle Physics,40.0804,40,Physical Sciences,Physical Sciences
Plasma And High-temperature Physics,40.0805,40,Physical Sciences,Physical Sciences
Nuclear Physics,40.0806,40,Physical Sciences,Physical Sciences
Optics/Optical Sciences,40.0807,40,Physical Sciences,Physical Sciences
Condensed Matter and Materials Physics,40.0808,40,Physical Sciences,Physical Sciences
Acoustics,40.0809,40,Physical Sciences,Physical Sciences
Theoretical and Mathematical Physics,40.081,40,Physical Sciences,Physical Sciences
"Physics, Other",40.0899,40,Physical Sciences,Physical Sciences
Planetary Science,40.0901,40,Physical Sciences,Physical Sciences
Materials Chemistry,40.1002,40,Physical Sciences,Physical Sciences
"Materials Sciences, Other",40.1099,40,Physical Sciences,Physical Sciences
"Physical Sciences, Other",40.9999,40,Physical Sciences,Physical Sciences
"Science Technologies/Technicians, General",41,41,Science Technologies/Technicians,Trades and Technicians
Biology Technician/Biotechnology Laboratory Technician,41.0101,41,Science Technologies/Technicians,Trades and Technicians
"Biological Technologies, Other",41.0199,41,Science Technologies/Technicians,Trades and Technicians
Nuclear Materials Handling Tech.,41.0201,41,Science Technologies/Technicians,Trades and Technicians
Nuclear Power Plant Operation Technology,41.0202,41,Science Technologies/Technicians,Trades and Technicians
Nuclear Power Plant Radiation Control Technology,41.0203,41,Science Technologies/Technicians,Trades and Technicians
Industrial Radiologic Technology/Technician,41.0204,41,Science Technologies/Technicians,Trades and Technicians
Nuclear/Nuclear Power Technology/Technician,41.0205,41,Science Technologies/Technicians,Trades and Technicians
